SET_NUM,UNIQUE_PARTS_IN_SET,TOTAL_PARTS_IN_SET,UNIQUENESS_RATIO,SET_YEAR,THEME_NAME
5052-1,0,17,0.00,1993,Service Packs
5185-1,0,2,0.00,1989,Service Packs
1124-1,0,3,0.00,1977,Service Packs
5008-1,0,1,0.00,1990,Service Packs
1135-2,0,3,0.00,1981,Service Packs
5162-1,0,3,0.00,1987,Service Packs
5131-1,0,20,0.00,1996,Service Packs
1208-1,0,2,0.00,1982,Service Packs
1204-1,0,3,0.00,1984,Service Packs
5320-1,0,14,0.00,1999,Service Packs
5396-1,0,8,0.00,1996,Service Packs
5190-1,0,3,0.00,1989,Service Packs
5168-1,0,4,0.00,1987,Service Packs
1133-1,0,4,0.00,1981,Service Packs
1104-1,0,2,0.00,1977,Service Packs
1116-1,0,1,0.00,1977,Service Packs
5178-1,0,7,0.00,1987,Service Packs
5130-1,0,9,0.00,1996,Service Packs
5216-1,0,9,0.00,1999,Service Packs
4970-1,0,79,0.00,1999,Rock Raiders
1274-1,0,16,0.00,2000,Rock Raiders
1276-1,0,19,0.00,2000,Rock Raiders
4940-1,1,54,0.02,1999,Rock Raiders
1277-1,0,17,0.00,2000,Rock Raiders
1275-1,0,13,0.00,2000,Rock Raiders
4910-1,0,29,0.00,1999,Rock Raiders
4980-1,0,111,0.00,1999,Rock Raiders
4920-1,0,27,0.00,1999,Rock Raiders
4930-1,0,47,0.00,1999,Rock Raiders
4959-1,0,55,0.00,1999,Rock Raiders
3347-1,3,10,0.30,2000,Rock Raiders
4990-1,1,142,0.01,1999,Rock Raiders
3349-1,3,26,0.12,2000,Rock Raiders
4950-1,1,58,0.02,1999,Rock Raiders
3348-1,3,23,0.13,2000,Rock Raiders
4559387-1,0,3,0.00,2009,Power Miners
8962-1,3,66,0.05,2009,Power Miners
8907-1,0,20,0.00,2009,Power Miners
8957-1,0,45,0.00,2009,Power Miners
8708-1,0,113,0.00,2009,Power Miners
8959-1,0,83,0.00,2009,Power Miners
8961-1,1,172,0.01,2009,Power Miners
8956-1,1,30,0.03,2009,Power Miners
8960-1,1,115,0.01,2009,Power Miners
8191-1,4,150,0.03,2010,Power Miners
8190-1,2,118,0.02,2010,Power Miners
8964-1,1,218,0.00,2009,Power Miners
4559385-1,0,3,0.00,2009,Power Miners
8188-1,0,51,0.00,2010,Power Miners
8963-1,0,100,0.00,2009,Power Miners
8958-1,1,62,0.02,2009,Power Miners
8707-1,1,100,0.01,2009,Power Miners
4559288-1,0,3,0.00,2009,Power Miners
8189-1,1,93,0.01,2010,Power Miners
8908-1,0,10,0.00,2009,Power Miners
8709-1,1,203,0.00,2009,Power Miners
8293-1,0,12,0.00,2008,Power Functions
8879-1,0,1,0.00,2009,Power Functions
88002-1,0,3,0.00,2011,Power Functions
8883-1,0,1,0.00,2008,Power Functions
88004-1,0,1,0.00,2013,Power Functions
8870-1,0,1,0.00,2009,Power Functions
8869-1,0,1,0.00,2009,Power Functions
88000-1,0,1,0.00,2011,Power Functions
8887-1,1,1,1.00,2009,Power Functions
8882-1,0,1,0.00,2008,Power Functions
8871-1,0,1,0.00,2009,Power Functions
88003-1,0,1,0.00,2013,Power Functions
8881-1,0,1,0.00,2008,Power Functions
8886-1,0,1,0.00,2008,Power Functions
8885-1,0,1,0.00,2008,Power Functions
8878-1,1,1,1.00,2009,Power Functions
8884-1,0,1,0.00,2008,Power Functions
30091-1,0,23,0.00,2011,Pharaoh's Quest
853176-1,0,19,0.00,2011,Pharaoh's Quest
7306-1,0,48,0.00,2011,Pharaoh's Quest
7326-1,0,144,0.00,2011,Pharaoh's Quest
7325-1,2,96,0.02,2011,Pharaoh's Quest
7327-1,13,234,0.06,2011,Pharaoh's Quest
7307-1,0,70,0.00,2011,Pharaoh's Quest
7305-1,2,32,0.06,2011,Pharaoh's Quest
30090-1,0,27,0.00,2011,Pharaoh's Quest
70590-1,1,223,0.00,2016,Airjitzu
70740-1,3,31,0.10,2015,Airjitzu
70739-1,3,34,0.09,2015,Airjitzu
70741-1,3,32,0.09,2015,Airjitzu
70742-1,0,29,0.00,2015,Airjitzu
70743-1,1,38,0.03,2015,Airjitzu
70744-1,0,30,0.00,2015,Airjitzu
TRUNINJAGO-1,0,8,0.00,2015,Ninjago
NIN891615-1,0,13,0.00,2016,Ninjago
853111-1,1,20,0.05,2011,Ninjago
2115-1,6,20,0.30,2011,Ninjago
2516-1,0,40,0.00,2011,Ninjago
9557-1,8,20,0.40,2012,Ninjago
70734-1,1,272,0.00,2015,Ninjago
9566-1,6,23,0.26,2012,Ninjago
2508-1,0,96,0.00,2011,Ninjago
9552-1,5,19,0.26,2012,Ninjago
9567-1,8,19,0.42,2012,Ninjago
NIN891620-1,0,11,0.00,2016,Ninjago
70724-1,5,203,0.02,2014,Ninjago
70592-1,1,189,0.01,2016,Ninjago
2173-1,6,22,0.27,2011,Ninjago
2505-1,1,181,0.01,2011,Ninjago
TRUNINJAGO-3,0,10,0.00,2015,Ninjago
9579-1,7,34,0.21,2012,Ninjago
NIN891501-1,0,9,0.00,2015,Ninjago
2257-1,9,37,0.24,2011,Ninjago
2520-1,5,194,0.03,2011,Ninjago
9445-1,4,180,0.02,2012,Ninjago
30080-1,0,14,0.00,2011,Ninjago
NIN891612-1,0,5,0.00,2016,Ninjago
9457-1,1,156,0.01,2012,Ninjago
9558-1,5,110,0.05,2012,Ninjago
70736-1,2,190,0.01,2015,Ninjago
70726-1,1,120,0.01,2014,Ninjago
NIN891508-1,0,17,0.00,2015,Ninjago
9571-1,7,18,0.39,2012,Ninjago
70596-1,0,383,0.00,2016,Ninjago
2172-1,4,18,0.22,2011,Ninjago
70591-1,4,138,0.03,2016,Ninjago
30083-1,0,25,0.00,2011,Ninjago
2260-1,1,71,0.01,2011,Ninjago
30088-1,0,5,0.00,2012,Ninjago
2256-1,5,21,0.24,2011,Ninjago
850632-1,0,31,0.00,2013,Ninjago
NIN561609-1,0,13,0.00,2016,Ninjago
30292-1,0,35,0.00,2015,Ninjago
70721-1,0,93,0.00,2014,Ninjago
850445-1,1,44,0.02,2012,Ninjago
NIN891507-1,0,9,0.00,2015,Ninjago
20020-1,0,39,0.00,2011,Ninjago
70749-1,4,177,0.02,2015,Ninjago
70745-1,0,108,0.00,2015,Ninjago
70588-1,0,128,0.00,2016,Ninjago
70594-1,1,370,0.00,2016,Ninjago
9444-1,0,120,0.00,2012,Ninjago
NIN891614-1,0,7,0.00,2016,Ninjago
70753-1,2,72,0.03,2015,Ninjago
30293-1,0,31,0.00,2015,Ninjago
2259-1,1,89,0.01,2011,Ninjago
30087-1,0,20,0.00,2012,Ninjago
30082-1,0,24,0.00,2011,Ninjago
4659612-1,1,1,1.00,2012,Ninjago
9553-1,5,22,0.23,2012,Ninjago
2263-1,0,129,0.00,2011,Ninjago
70600-1,3,131,0.02,2016,Ninjago
NIN901503-1,0,7,0.00,2015,Ninjago
70602-1,2,159,0.01,2016,Ninjago
9551-1,5,22,0.23,2012,Ninjago
70599-1,2,58,0.03,2016,Ninjago
70505-1,4,194,0.02,2013,Ninjago
NIN891503-1,0,10,0.00,2015,Ninjago
SAMURAI-DROID-1,0,19,0.00,2015,Ninjago
2521-1,3,216,0.01,2011,Ninjago
2506-1,0,182,0.00,2011,Ninjago
NIN891616-1,0,9,0.00,2016,Ninjago
9447-1,1,134,0.01,2012,Ninjago
70731-1,0,150,0.00,2015,Ninjago
891611-1,0,12,0.00,2016,Ninjago
2518-1,0,81,0.00,2011,Ninjago
NIN891617-1,0,10,0.00,2016,Ninjago
9570-1,11,19,0.58,2012,Ninjago
901503-1,0,7,0.00,2015,Ninjago
70756-1,3,102,0.03,2015,Ninjago
70589-1,8,194,0.04,2016,Ninjago
2519-1,2,110,0.02,2011,Ninjago
70747-1,0,111,0.00,2015,Ninjago
2255-1,6,19,0.32,2011,Ninjago
9555-1,8,25,0.32,2012,Ninjago
9569-1,7,20,0.35,2012,Ninjago
9442-1,0,107,0.00,2012,Ninjago
70723-1,0,140,0.00,2014,Ninjago
9441-1,1,102,0.01,2012,Ninjago
891503-1,0,10,0.00,2015,Ninjago
2111-1,5,17,0.29,2011,Ninjago
70502-1,3,100,0.03,2013,Ninjago
2171-1,6,21,0.29,2011,Ninjago
70605-1,8,323,0.02,2016,Ninjago
70725-1,5,250,0.02,2014,Ninjago
9440-1,0,43,0.00,2012,Ninjago
9554-1,5,29,0.17,2012,Ninjago
2170-1,4,20,0.20,2011,Ninjago
11909-1,0,39,0.00,2015,Ninjago
70720-1,0,58,0.00,2014,Ninjago
70500-1,3,56,0.05,2013,Ninjago
2175-1,6,21,0.29,2011,Ninjago
30084-1,0,5,0.00,2011,Ninjago
30421-1,0,23,0.00,2016,Ninjago
9574-1,7,20,0.35,2012,Ninjago
5000030-1,2,21,0.10,2012,Ninjago
NIN891506-1,0,8,0.00,2015,Ninjago
70727-1,0,159,0.00,2014,Ninjago
2856134-1,0,39,0.00,2011,Ninjago
9456-1,0,144,0.00,2012,Ninjago
70750-1,3,241,0.01,2015,Ninjago
70504-1,8,144,0.06,2013,Ninjago
70603-1,3,175,0.02,2016,Ninjago
70732-1,1,406,0.00,2015,Ninjago
9450-1,12,298,0.04,2012,Ninjago
NIN891610-1,0,7,0.00,2016,Ninjago
9563-1,7,21,0.33,2012,Ninjago
9446-1,4,255,0.02,2012,Ninjago
9561-1,7,20,0.35,2012,Ninjago
9448-1,4,152,0.03,2012,Ninjago
70754-1,2,76,0.03,2015,Ninjago
70604-1,0,210,0.00,2016,Ninjago
70752-1,0,44,0.00,2015,Ninjago
5002919-1,0,19,0.00,2015,Ninjago
30291-1,0,31,0.00,2015,Ninjago
2174-1,5,22,0.23,2011,Ninjago
9590-1,11,23,0.48,2012,Ninjago
2254-1,6,95,0.06,2011,Ninjago
30085-1,0,21,0.00,2012,Ninjago
70593-1,2,223,0.01,2016,Ninjago
2114-1,5,17,0.29,2011,Ninjago
2258-1,0,40,0.00,2011,Ninjago
70728-1,6,376,0.02,2014,Ninjago
2504-1,6,144,0.04,2011,Ninjago
2509-1,2,99,0.02,2011,Ninjago
9443-1,1,133,0.01,2012,Ninjago
70751-1,8,554,0.01,2015,Ninjago
891505-1,0,8,0.00,2015,Ninjago
70746-1,7,108,0.06,2015,Ninjago
70748-1,0,152,0.00,2015,Ninjago
70601-1,1,135,0.01,2016,Ninjago
9573-1,7,20,0.35,2012,Ninjago
70722-1,4,101,0.04,2013,Ninjago
NIN891619-1,0,14,0.00,2016,Ninjago
NIN891618-1,0,8,0.00,2016,Ninjago
891613-1,0,17,0.00,2016,Ninjago
4636204-1,0,7,0.00,2011,Ninjago
30086-1,0,18,0.00,2012,Ninjago
70737-1,0,264,0.00,2015,Ninjago
NIN891505-1,0,8,0.00,2015,Ninjago
70501-1,2,116,0.02,2013,Ninjago
70595-1,0,338,0.00,2016,Ninjago
70503-1,2,110,0.02,2013,Ninjago
30422-1,0,33,0.00,2016,Ninjago
70733-1,0,101,0.00,2015,Ninjago
30294-1,0,33,0.00,2015,Ninjago
891504-1,0,18,0.00,2015,Ninjago
70735-1,0,223,0.00,2015,Ninjago
891501-1,0,9,0.00,2015,Ninjago
30081-1,0,22,0.00,2011,Ninjago
891507-1,0,9,0.00,2015,Ninjago
TRUNINJAGO-2,0,13,0.00,2015,Ninjago
2507-1,3,283,0.01,2011,Ninjago
9562-1,5,21,0.24,2012,Ninjago
30424-1,0,28,0.00,2016,Ninjago
851342-1,3,31,0.10,2015,Ninjago
70627-1,0,379,0.00,2017,Ninjago
70626-1,1,226,0.00,2017,Ninjago
70625-1,0,157,0.00,2017,Ninjago
70624-1,0,130,0.00,2017,Ninjago
70623-1,2,156,0.01,2017,Ninjago
9449-1,4,225,0.02,2012,Ninjago
9591-1,18,58,0.31,2012,Ninjago
70738-1,3,499,0.01,2015,Ninjago
70730-1,0,138,0.00,2015,Ninjago
2112-1,5,16,0.31,2011,Ninjago
9564-1,7,19,0.37,2012,Ninjago
70755-1,2,89,0.02,2015,Ninjago
2116-1,5,18,0.28,2011,Ninjago
9572-1,6,14,0.43,2012,Ninjago
9455-1,1,82,0.01,2012,Ninjago
9556-1,5,20,0.25,2012,Ninjago
TRUNINJAGO-4,0,16,0.00,2015,Ninjago
891610-1,0,7,0.00,2016,Ninjago
DKNINJAGO2-1,0,89,0.00,2012,Ninjago
2113-1,3,17,0.18,2011,Ninjago
30423-1,0,26,0.00,2016,Ninjago
70621-1,0,49,0.00,2017,Ninjago
70622-1,0,95,0.00,2017,Ninjago
853687-1,8,23,0.35,2017,Ninjago
3053-1,2,107,0.02,1999,Ninja
6045-1,0,59,0.00,1998,Ninja
6033-1,1,44,0.02,1998,Ninja
1187-1,0,13,0.00,1999,Ninja
1186-1,0,20,0.00,1999,Ninja
3344-1,2,12,0.17,2000,Ninja
3074-1,0,16,0.00,1999,Ninja
3346-1,6,18,0.33,2000,Ninja
4805-1,0,30,0.00,1999,Ninja
6089-1,0,120,0.00,1998,Ninja
3051-1,0,68,0.00,1999,Ninja
3017-1,0,17,0.00,1998,Ninja
3050-1,0,62,0.00,1999,Ninja
1269-1,0,15,0.00,1999,Ninja
3075-1,0,16,0.00,1999,Ninja
6093-1,3,172,0.02,1998,Ninja
3018-1,0,20,0.00,1998,Ninja
1185-1,0,17,0.00,1999,Ninja
6083-2,0,79,0.00,1998,Ninja
3076-1,0,15,0.00,1999,Ninja
3077-1,0,18,0.00,1999,Ninja
1184-1,0,17,0.00,1999,Ninja
3016-1,0,17,0.00,1998,Ninja
6088-1,0,119,0.00,1998,Ninja
6013-1,0,14,0.00,1998,Ninja
3019-1,0,12,0.00,1998,Ninja
3052-1,0,74,0.00,1999,Ninja
1099-1,0,17,0.00,1999,Ninja
3345-1,5,16,0.31,2000,Ninja
11-2,0,13,0.00,1973,Minitalia
24-1,0,12,0.00,1971,Minitalia
4-4,0,16,0.00,1970,Minitalia
2-11,0,27,0.00,1976,Minitalia
15-2,0,18,0.00,1973,Minitalia
5-4,0,15,0.00,1971,Minitalia
2-8,0,13,0.00,1970,Minitalia
30-2,0,11,0.00,1973,Minitalia
1-8,0,10,0.00,1970,Minitalia
13-2,1,14,0.07,1973,Minitalia
21-2,0,8,0.00,1971,Minitalia
32-2,0,15,0.00,1973,Minitalia
3-6,0,15,0.00,1970,Minitalia
23-1,0,12,0.00,1971,Minitalia
22-1,0,10,0.00,1971,Minitalia
2000415-1,2,163,0.01,2010,Master Building Academy
2000431-1,0,90,0.00,2013,Master Building Academy
2000413-1,1,93,0.01,2010,Master Building Academy
20215-1,1,235,0.00,2013,Master Building Academy
2000430-1,1,243,0.00,2013,Master Building Academy
20205-1,0,89,0.00,2012,Master Building Academy
20208-1,0,85,0.00,2012,Master Building Academy
20203-1,0,62,0.00,2011,Master Building Academy
20207-1,0,92,0.00,2012,Master Building Academy
20202-1,0,66,0.00,2011,Master Building Academy
20200-1,0,81,0.00,2011,Master Building Academy
20206-1,2,93,0.02,2012,Master Building Academy
20201-1,0,78,0.00,2011,Master Building Academy
20204-1,0,85,0.00,2012,Master Building Academy
llca27-1,0,38,0.00,2006,Pirates
LLCA29-1,0,43,0.00,2006,Pirates
LLCA30-1,0,28,0.00,2006,Pirates
llca22-1,0,27,0.00,2005,Holiday
llca21-1,0,21,0.00,2005,Holiday
AMFlag-1,0,6,0.00,2002,Holiday
LLCAPUM1-1,0,13,0.00,2002,Holiday
llca12-1,0,42,0.00,2004,Holiday
LLCAPUM2-1,0,12,0.00,2002,Holiday
llca23-1,0,26,0.00,2005,Holiday
LLCABR1-1,0,26,0.00,2001,Bionicle
bilmasks-1,0,2,0.00,2001,Bionicle
LLCABR3-1,0,26,0.00,2001,Bionicle
LLCABR2-1,0,26,0.00,2001,Bionicle
LLCA52-1,0,51,0.00,2010,Legoland Parks
LLBUS-1,0,20,0.00,2002,Legoland Parks
LLCA13-1,0,26,0.00,2004,Legoland Parks
4189224-1,0,21,0.00,2002,Legoland Parks
llca4-1,0,57,0.00,2003,Legoland Parks
40115-1,0,118,0.00,2014,Legoland Parks
LLCA24-1,0,7,0.00,2005,Legoland Parks
LLOlli-1,0,22,0.00,2002,Legoland Parks
llca3-1,0,42,0.00,2000,Legoland Parks
LLCA51-1,0,26,0.00,2009,Legoland Parks
LLCA31-1,0,15,0.00,2007,Legoland Parks
llca7-1,0,20,0.00,2001,Legoland Parks
llca10-1,0,25,0.00,2000,Legoland Parks
LLKING-1,0,27,0.00,2003,Legoland Parks
LLSWAN-1,0,23,0.00,2003,Legoland Parks
auditt-1,0,28,0.00,2002,Legoland Parks
LLCA26-1,0,28,0.00,2006,Legoland Parks
llca35-1,0,28,0.00,2008,Legoland Parks
LLCA25-1,0,18,0.00,2005,Legoland Parks
llca34-1,0,47,0.00,2008,Legoland Parks
40166-1,1,86,0.01,2016,Legoland Parks
llca8-1,0,6,0.00,2004,Legoland Parks
LLPlane-1,0,15,0.00,2002,Legoland Parks
1-10,0,31,0.00,1971,Vehicle
157-3,5,22,0.23,1970,Vehicle
3-8,0,23,0.00,1971,Vehicle
2-10,0,25,0.00,1971,Vehicle
565-1,0,61,0.00,1976,Space
358-1,1,50,0.02,1973,Space
367-1,0,62,0.00,1975,Space
370-1,0,69,0.00,1976,Police
354-1,0,53,0.00,1972,Police
628-2,0,19,0.00,1977,Police
659-1,0,25,0.00,1975,Police
420-1,0,11,0.00,1973,Police
585-1,0,69,0.00,1976,Police
618-1,0,19,0.00,1977,Police
611-1,0,11,0.00,1973,Police
560-2,0,50,0.00,1973,Police
445-1,0,25,0.00,1976,Police
653-1,0,19,0.00,1973,Hospital
386-1,0,52,0.00,1976,Hospital
555-1,0,55,0.00,1976,Hospital
373-2,0,25,0.00,1971,Hospital
363-1,0,55,0.00,1975,Hospital
770-1,0,52,0.00,1976,Hospital
338-1,0,27,0.00,1970,Hospital
600-1,0,12,0.00,1970,Hospital
460-1,0,19,0.00,1973,Hospital
616-1,0,16,0.00,1976,Harbor
364-1,1,132,0.01,1975,Harbor
663-1,0,23,0.00,1977,Harbor
644-1,0,21,0.00,1971,Gas Station
688-1,0,23,0.00,1973,Gas Station
621-2,0,19,0.00,1970,Gas Station
648-1,0,19,0.00,1971,Gas Station
373-1,1,91,0.01,1977,Gas Station
690-1,0,23,0.00,1974,Gas Station
485-1,0,28,0.00,1976,Fire
357-1,0,54,0.00,1973,Fire
658-1,0,24,0.00,1974,Fire
691-1,0,27,0.00,1974,Fire
347-1,1,51,0.02,1970,Fire
480-1,0,27,0.00,1975,Fire
640-1,0,22,0.00,1971,Fire
693-1,0,32,0.00,1975,Fire
570-1,0,54,0.00,1973,Fire
602-2,0,13,0.00,1970,Fire
620-2,0,20,0.00,1970,Fire
374-2,0,38,0.00,1971,Fire
435-1,0,12,0.00,1976,Construction
655-1,0,20,0.00,1973,Construction
102A-2,0,25,0.00,1970,Construction
383-1,0,50,0.00,1973,Construction
360-1,0,64,0.00,1974,Construction
377-2,0,41,0.00,1971,Construction
614-1,1,19,0.05,1974,Construction
381-1,0,44,0.00,1973,Construction
387-1,0,45,0.00,1976,Construction
615-2,0,15,0.00,1975,Construction
248-2,1,41,0.02,1971,Construction
654-1,0,24,0.00,1973,Construction
689-1,0,26,0.00,1974,Construction
376-1,0,42,0.00,1971,Construction
1601-1,1,56,0.02,1976,Construction
102A-1,0,24,0.00,1970,Construction
692-1,0,30,0.00,1975,Construction
780-1,0,45,0.00,1976,Construction
643-2,0,23,0.00,1971,Construction
612-1,0,12,0.00,1974,Construction
642-2,0,18,0.00,1971,Construction
351-1,0,36,0.00,1971,Construction
606-2,0,15,0.00,1972,Construction
647-1,0,19,0.00,1971,Construction
450-1,0,23,0.00,1973,Construction
425-1,0,15,0.00,1976,Construction
492-1,0,30,0.00,1977,Construction
371-1,0,29,0.00,1971,Construction
686-1,0,30,0.00,1973,Construction
684-1,0,25,0.00,1972,Construction
410-1,0,19,0.00,1973,Construction
680-1,0,29,0.00,1971,Construction
490-1,0,26,0.00,1975,Construction
682-1,0,31,0.00,1971,Construction
545-2,0,36,0.00,1973,Construction
580-1,0,66,0.00,1975,Construction
649-1,0,25,0.00,1972,Construction
662-1,0,17,0.00,1976,Construction
681-1,0,29,0.00,1971,Construction
652-2,0,23,0.00,1972,Construction
730-1,2,50,0.04,1973,Construction
604-2,0,19,0.00,1971,Construction
369-1,0,59,0.00,1976,Coast Guard
00-1,0,51,0.00,1970,Castle
00-3,0,43,0.00,1976,Building
344-1,1,23,0.04,1969,Building
361-1,1,48,0.02,1974,Building
348-1,2,11,0.18,1971,Building
355-1,5,105,0.05,1972,Building
346-2,1,41,0.02,1969,Building
350-1,0,25,0.00,1971,Building
345-1,1,40,0.03,1969,Building
00-4,0,49,0.00,1976,Building
368-1,2,51,0.04,1976,Building
356-1,1,36,0.03,1973,Building
380-1,0,1,0.00,1971,Building
349-1,0,22,0.00,1971,Building
608-1,0,17,0.00,1971,Building
550-2,0,66,0.00,1976,Building
353-1,1,39,0.03,1972,Building
362-1,0,66,0.00,1975,Building
00-2,0,47,0.00,1976,Building
352-1,1,43,0.02,1972,Building
540-3,0,36,0.00,1973,Building
657-1,0,16,0.00,1974,Airport
346-1,0,23,0.00,1970,Airport
1550-1,0,18,0.00,1972,Airport
1560-2,1,19,0.05,1976,Airport
456-1,0,23,0.00,1977,Airport
613-1,0,10,0.00,1974,Airport
622-2,0,16,0.00,1970,Airport
1562-3,0,23,0.00,1976,Airport
455-1,0,14,0.00,1976,Airport
712-1,0,43,0.00,1977,Airport
1555-2,0,21,0.00,1978,Airport
609-1,0,18,0.00,1972,Airport
1611-2,1,28,0.04,1978,Airport
1552-2,1,20,0.05,1974,Airport
687-1,1,18,0.06,1973,Airport
371-3,0,43,0.00,1977,Airport
1610-2,0,25,0.00,1978,Airport
698-1,0,20,0.00,1977,Airport
661-1,0,23,0.00,1976,Airport
430-1,0,10,0.00,1975,Airport
1551-2,2,11,0.18,1972,Airport
40081-4,0,56,0.00,2013,Legoland
656-1,0,24,0.00,1974,Legoland
40081-2,0,56,0.00,2013,Legoland
850502-1,2,6,0.33,2012,Legoland
40081-5,0,56,0.00,2013,Legoland
40081-1,0,56,0.00,2013,Legoland
850751-1,0,39,0.00,2013,Legoland
40081-3,0,56,0.00,2013,Legoland
53850006-1,0,13,0.00,2015,Pick A Model
53850009-1,0,10,0.00,2016,Pick A Model
53850012-1,0,24,0.00,2016,Pick A Model
53850001-1,0,19,0.00,2015,Pick A Model
53850003-1,0,14,0.00,2015,Pick A Model
53850004-1,0,14,0.00,2015,Pick A Model
53850007-1,0,16,0.00,2016,Pick A Model
53850016-1,0,22,0.00,2017,Pick A Model
53850015-1,0,16,0.00,2016,Pick A Model
53850013-1,0,14,0.00,2016,Pick A Model
53850008-1,0,11,0.00,2016,Pick A Model
53850017-1,0,23,0.00,2017,Pick A Model
53850005-1,0,23,0.00,2015,Pick A Model
3850031-1,0,17,0.00,2017,Pick A Model
53850002-1,0,16,0.00,2015,Pick A Model
40208-1,0,19,0.00,2016,Monthly Mini Model Build
40099-1,0,20,0.00,2014,Monthly Mini Model Build
40239-1,0,31,0.00,2017,Monthly Mini Model Build
40216-1,0,40,0.00,2016,Monthly Mini Model Build
40094-1,0,23,0.00,2014,Monthly Mini Model Build
40098-1,0,23,0.00,2014,Monthly Mini Model Build
40066-1,0,28,0.00,2013,Monthly Mini Model Build
MMMB026-1,0,16,0.00,2010,Monthly Mini Model Build
40101-1,0,26,0.00,2014,Monthly Mini Model Build
40126-1,0,25,0.00,2015,Monthly Mini Model Build
40038-1,0,20,0.00,2012,Monthly Mini Model Build
40103-1,0,24,0.00,2014,Monthly Mini Model Build
40047-1,0,20,0.00,2012,Monthly Mini Model Build
40096-1,0,24,0.00,2014,Monthly Mini Model Build
40065-1,0,14,0.00,2013,Monthly Mini Model Build
40067-1,0,16,0.00,2013,Monthly Mini Model Build
40134-1,0,33,0.00,2015,Monthly Mini Model Build
40068-1,0,17,0.00,2013,Monthly Mini Model Build
40132-1,0,27,0.00,2015,Monthly Mini Model Build
40045-2,0,15,0.00,2013,Monthly Mini Model Build
40136-1,0,22,0.00,2015,Monthly Mini Model Build
40063-1,0,15,0.00,2013,Monthly Mini Model Build
40210-1,0,30,0.00,2016,Monthly Mini Model Build
40045-1,0,15,0.00,2012,Monthly Mini Model Build
40219-1,0,15,0.00,2016,Monthly Mini Model Build
40061-1,0,16,0.00,2013,Monthly Mini Model Build
40044-1,0,13,0.00,2012,Monthly Mini Model Build
40137,0,13,0.00,2015,Monthly Mini Model Build
40217-1,0,37,0.00,2016,Monthly Mini Model Build
40128-1,0,28,0.00,2015,Monthly Mini Model Build
40105-1,0,25,0.00,2014,Monthly Mini Model Build
40214-1,0,33,0.00,2016,Monthly Mini Model Build
40218-1,0,21,0.00,2016,Monthly Mini Model Build
40133-1,0,31,0.00,2015,Monthly Mini Model Build
5004419-1,0,28,0.00,2016,Monthly Mini Model Build
40037-1,0,29,0.00,2012,Monthly Mini Model Build
MMMB010-1,0,5,0.00,2009,Monthly Mini Model Build
MMMB023-1,0,14,0.00,2010,Monthly Mini Model Build
40209-1,0,19,0.00,2016,Monthly Mini Model Build
40212-1,0,18,0.00,2016,Monthly Mini Model Build
40095-1,0,19,0.00,2014,Monthly Mini Model Build
40069-1,0,32,0.00,2013,Monthly Mini Model Build
40215-1,0,28,0.00,2016,Monthly Mini Model Build
40135-1,0,23,0.00,2015,Monthly Mini Model Build
40104-1,0,23,0.00,2014,Monthly Mini Model Build
40041-1,0,17,0.00,2012,Monthly Mini Model Build
MMMB003-1,0,6,0.00,2009,Monthly Mini Model Build
40039-1,0,7,0.00,2012,Monthly Mini Model Build
MMMB009-1,0,12,0.00,2009,Monthly Mini Model Build
40131-1,0,32,0.00,2015,Monthly Mini Model Build
40129-1,0,17,0.00,2015,Monthly Mini Model Build
40213-1,0,18,0.00,2016,Monthly Mini Model Build
40127-1,0,22,0.00,2015,Monthly Mini Model Build
40100-1,0,28,0.00,2014,Monthly Mini Model Build
40070-1,0,15,0.00,2013,Monthly Mini Model Build
40097-1,0,27,0.00,2014,Monthly Mini Model Build
40102-1,0,31,0.00,2014,Monthly Mini Model Build
40130-1,0,30,0.00,2015,Monthly Mini Model Build
40064-1,0,17,0.00,2013,Monthly Mini Model Build
40211-1,0,18,0.00,2016,Monthly Mini Model Build
40036-1,0,20,0.00,2012,Monthly Mini Model Build
40240-1,0,34,0.00,2017,Monthly Mini Model Build
40242-1,0,28,0.00,2017,Monthly Mini Model Build
40241-1,0,20,0.00,2017,Monthly Mini Model Build
40244-1,0,21,0.00,2017,Monthly Mini Model Build
40040-1,0,10,0.00,2012,Monthly Mini Model Build
40042-1,0,12,0.00,2012,Monthly Mini Model Build
40043-1,0,19,0.00,2012,Monthly Mini Model Build
40071-1,0,27,0.00,2013,Monthly Mini Model Build
40062-1,0,21,0.00,2013,Monthly Mini Model Build
40243-1,0,29,0.00,2017,Monthly Mini Model Build
MMMB0908,0,17,0.00,2009,Monthly Mini Model Build
40072,0,22,0.00,2013,Monthly Mini Model Build
Nuremberg-1,0,36,0.00,2010,LEGO Brand Store
Dallas-1,0,20,0.00,2009,LEGO Brand Store
Frankfurt-1,0,37,0.00,2009,LEGO Brand Store
Lynnwood-1,0,8,0.00,2012,LEGO Brand Store
40118-1,0,60,0.00,2014,LEGO Brand Store
Berlin-1,0,30,0.00,2009,LEGO Brand Store
Toronto-3,0,15,0.00,2013,LEGO Brand Store
Wiesbaden-1,0,36,0.00,2010,LEGO Brand Store
5001622-1,2,5,0.40,2013,LEGO Brand Store
853340-1,5,26,0.19,2011,LEGO Brand Store
Chandler-1,0,15,0.00,2008,LEGO Brand Store
SanDiego-1,3,15,0.20,2011,LEGO Brand Store
