SET_NUM,UNIQUE_PARTS_IN_SET,TOTAL_PARTS_IN_SET,UNIQUENESS_RATIO,SET_YEAR,THEME_NAME
347-2,0,49,0.00,1987,Basic
1598-1,0,18,0.00,1987,Basic
1688-1,1,41,0.02,1993,Basic
1513-2,0,27,0.00,1989,Basic
392-2,3,15,0.20,1986,Basic
1617-1,0,35,0.00,1988,Basic
1663-1,0,44,0.00,1989,Basic
310-4,0,23,0.00,1985,Basic
393-2,2,14,0.14,1986,Basic
1679-1,0,23,0.00,1990,Basic
320-1,0,31,0.00,1985,Basic
725-1,0,142,0.00,1990,Basic
1524-1,0,18,0.00,1986,Basic
1879-1,0,110,0.00,1992,Basic
1960-2,1,33,0.03,1985,Basic
317-2,0,23,0.00,1987,Basic
330-1,0,41,0.00,1985,Basic
315-1,0,27,0.00,1990,Basic
1882-1,0,39,0.00,1991,Basic
1962-1,0,64,0.00,1985,Basic
350-2,0,52,0.00,1985,Basic
740-1,0,142,0.00,1985,Basic
527-1,0,55,0.00,1987,Basic
1716-1,0,46,0.00,1994,Basic
1881-1,0,35,0.00,1991,Basic
720-1,0,128,0.00,1985,Basic
517-1,0,35,0.00,1987,Basic
547-1,0,101,0.00,1987,Basic
1588-1,0,15,0.00,1987,Basic
1963-1,0,66,0.00,1986,Basic
1562-2,0,21,0.00,1985,Basic
537-1,0,78,0.00,1987,Basic
540-1,0,100,0.00,1985,Basic
1639-1,0,106,0.00,1990,Basic
1606-1,0,11,0.00,1987,Basic
735-1,0,143,0.00,1990,Basic
1964-1,0,15,0.00,1985,Basic
1514-1,0,22,0.00,1988,Basic
1705-1,2,49,0.04,1994,Basic
2157-1,0,12,0.00,2000,Basic
730-2,0,132,0.00,1985,Basic
1474-1,0,27,0.00,1991,Basic
1522-1,0,22,0.00,1989,Basic
385-2,0,56,0.00,1990,Basic
1603-1,0,6,0.00,1993,Basic
1613-1,0,44,0.00,1987,Basic
1560-3,0,12,0.00,1985,Basic
545-1,0,118,0.00,1990,Basic
340-1,0,48,0.00,1985,Basic
1676-1,0,17,0.00,1990,Basic
1880-1,0,127,0.00,1992,Basic
1885-1,0,50,0.00,1992,Basic
611-2,6,39,0.15,1988,Airport
1599-1,0,44,0.00,1987,Airport
1809-1,0,19,0.00,1996,Airport
1607-1,0,17,0.00,1987,Airport
610-2,1,20,0.05,1987,Airport
4038-1,0,20,0.00,2003,Airport
4294-1,0,12,0.00,2002,Airport
1865-1,0,16,0.00,1994,Airport
3197-1,0,9,0.00,2001,Airport
1608-1,0,18,0.00,1987,Airport
1546-1,0,20,0.00,1985,Airport
1769-1,0,16,0.00,1992,Airport
1469-1,0,18,0.00,1986,Airport
6499-1,1,54,0.02,1997,Time Cruisers
6496-1,0,97,0.00,1997,Time Cruisers
6491-1,0,38,0.00,1996,Time Cruisers
6492-1,0,91,0.00,1996,Time Cruisers
6493-1,4,127,0.03,1996,Time Cruisers
6495-1,0,56,0.00,1997,Time Cruisers
1853-1,1,96,0.01,1996,Time Cruisers
6497-1,0,124,0.00,1997,Time Cruisers
6494-1,0,197,0.00,1996,Time Cruisers
3809-1,0,65,0.00,2002,Spybiotics
3807-1,0,54,0.00,2002,Spybiotics
3808-1,0,59,0.00,2002,Spybiotics
3806-1,0,59,0.00,2002,Spybiotics
4444-1,0,4,0.00,2002,Soccer
3420-1,0,73,0.00,2002,Soccer
4449-1,0,4,0.00,2002,Soccer
4451-1,0,4,0.00,2002,Soccer
4462-1,0,13,0.00,2002,Soccer
3304-1,1,4,0.25,1998,Soccer
4448-1,0,4,0.00,2002,Soccer
7923-1,0,2,0.00,2004,Soccer
4461-1,0,5,0.00,2002,Soccer
4466-1,0,2,0.00,2002,Soccer
3314-1,1,60,0.02,1998,Soccer
1430-1,0,10,0.00,2002,Soccer
4452-1,0,4,0.00,2002,Soccer
3426-1,0,61,0.00,2002,Soccer
3419-1,1,19,0.05,2001,Soccer
3408-1,2,102,0.02,2000,Soccer
3406-1,0,58,0.00,2000,Soccer
4446-1,0,4,0.00,2002,Soccer
3420-3,1,69,0.01,2002,Soccer
3422-1,0,68,0.00,2002,Soccer
3411-1,1,61,0.02,2000,Soccer
4453-1,1,4,0.25,2002,Soccer
3308-1,0,42,0.00,1998,Soccer
4470-1,0,1,0.00,2002,Soccer
3302-1,1,1,1.00,1998,Soccer
3421-1,1,59,0.02,2002,Soccer
3409-1,0,60,0.00,2000,Soccer
3306-1,2,6,0.33,1998,Soccer
3407-1,0,58,0.00,2000,Soccer
4457-1,1,4,0.25,2002,Soccer
3422-2,0,66,0.00,2003,Soccer
3570-1,1,57,0.02,2006,Soccer
4467-1,0,3,0.00,2002,Soccer
3420-2,0,73,0.00,2003,Soccer
4464-1,0,2,0.00,2002,Soccer
4184912-1,0,1,0.00,2002,Soccer
4447-1,0,4,0.00,2002,Soccer
1428-2,0,11,0.00,2002,Soccer
4458-1,0,7,0.00,2002,Soccer
4459-1,0,3,0.00,2002,Soccer
3324-1,0,5,0.00,1998,Soccer
3305-3,0,4,0.00,1998,Soccer
4469-1,0,5,0.00,2002,Soccer
3323-1,0,5,0.00,1998,Soccer
3402-1,0,38,0.00,2000,Soccer
3569-1,3,79,0.04,2006,Soccer
3305-2,0,4,0.00,1998,Soccer
1428-1,0,15,0.00,2002,Soccer
4471-1,1,4,0.25,2002,Soccer
1429-1,0,12,0.00,2002,Soccer
4455-1,0,6,0.00,2002,Soccer
4445-1,0,4,0.00,2002,Soccer
3425-2,4,90,0.04,2002,Soccer
880002-1,1,1,1.00,1998,Soccer
3318-1,0,4,0.00,1998,Soccer
3425-1,0,81,0.00,2002,Soccer
3303-1,1,20,0.05,1998,Soccer
3312-1,1,45,0.02,1998,Soccer
3420-4,0,73,0.00,2004,Soccer
3309-1,1,43,0.02,1998,Soccer
3568-1,1,20,0.05,2006,Soccer
3423-1,4,35,0.11,2002,Soccer
3412-1,0,14,0.00,2000,Soccer
3413-1,0,22,0.00,2000,Soccer
1429-2,0,12,0.00,2002,Soccer
5012-1,0,9,0.00,2003,Soccer
4454-1,1,8,0.13,2002,Soccer
3313-1,0,35,0.00,1998,Soccer
3317-1,0,4,0.00,1998,Soccer
4450-1,0,4,0.00,2002,Soccer
4472-1,1,4,0.25,2002,Soccer
7924-1,0,2,0.00,2004,Soccer
3404-1,2,58,0.03,2000,Soccer
3403-1,0,42,0.00,2000,Soccer
3416-1,0,37,0.00,2001,Soccer
4443-1,0,4,0.00,2002,Soccer
4460-1,0,5,0.00,2002,Soccer
3311-1,0,42,0.00,1998,Soccer
3401-2,1,20,0.05,2000,Soccer
880002-2,1,1,1.00,1998,Soccer
4468-1,0,6,0.00,2002,Soccer
3414-1,0,18,0.00,2000,Soccer
3401-1,0,19,0.00,2000,Soccer
3410-1,4,22,0.18,2000,Soccer
3573-1,1,8,0.13,2007,Soccer
880002-3,1,1,1.00,1998,Soccer
3310-1,1,50,0.02,1998,Soccer
4456-1,1,5,0.20,2002,Soccer
3305-1,0,4,0.00,1998,Soccer
3320-1,0,4,0.00,1998,Soccer
4465-1,0,5,0.00,2002,Soccer
3424-1,1,24,0.04,2002,Soccer
3418-1,0,13,0.00,2001,Soccer
3409-3,0,60,0.00,2000,Soccer
1430-2,0,11,0.00,2002,Soccer
4463-1,0,5,0.00,2002,Soccer
3405-1,0,58,0.00,2000,Soccer
7920-1,1,3,0.33,2004,Hockey
10127-1,0,32,0.00,2003,Hockey
7919-1,1,3,0.33,2004,Hockey
5014-1,0,21,0.00,2003,Hockey
3540-1,0,30,0.00,2003,Hockey
3557-1,0,27,0.00,2004,Hockey
3544-1,1,47,0.02,2003,Hockey
65182-1,5,12,0.42,2003,Hockey
5017-1,0,20,0.00,2003,Hockey
3559-1,0,25,0.00,2004,Hockey
3558-1,0,27,0.00,2004,Hockey
3543-1,1,30,0.03,2003,Hockey
3542-1,0,31,0.00,2003,Hockey
3578-1,15,88,0.17,2004,Hockey
3579-1,1,53,0.02,2004,Hockey
3541-1,0,29,0.00,2003,Hockey
3545-1,1,67,0.01,2003,Hockey
7922-1,2,4,0.50,2004,Gravity Games
3537-1,2,45,0.04,2003,Gravity Games
7921-1,3,5,0.60,2004,Gravity Games
5018-1,1,14,0.07,2003,Gravity Games
3536-1,2,48,0.04,2003,Gravity Games
3535-1,1,28,0.04,2003,Gravity Games
3538-1,4,83,0.05,2003,Gravity Games
3389-1,0,6,0.00,2003,Gravity Games
3585-1,4,84,0.05,2003,Gravity Games
5015-1,0,14,0.00,2003,Gravity Games
3565-1,7,13,0.54,2003,Basketball
7918-1,2,4,0.50,2004,Basketball
3431-1,0,58,0.00,2003,Basketball
3429-1,0,60,0.00,2003,Basketball
3530-1,0,4,0.00,2003,Basketball
3564-1,8,13,0.62,2003,Basketball
3432-1,2,95,0.02,2003,Basketball
3584-1,0,32,0.00,2003,Basketball
3549-1,0,15,0.00,2003,Basketball
3566-1,8,13,0.62,2003,Basketball
3433-1,8,105,0.08,2003,Basketball
3562-1,6,15,0.40,2003,Basketball
3428-1,1,32,0.03,2003,Basketball
3563-1,6,13,0.46,2003,Basketball
3550-1,0,18,0.00,2003,Basketball
3560-1,7,13,0.54,2003,Basketball
5013-1,0,20,0.00,2003,Basketball
3500-1,0,4,0.00,2003,Basketball
3430-1,0,41,0.00,2002,Basketball
3548-1,0,18,0.00,2003,Basketball
65221-1,0,1,0.00,2003,Basketball
3548-2,0,18,0.00,2003,Basketball
3390-1,0,5,0.00,2003,Basketball
3561-1,5,13,0.38,2003,Basketball
3440-1,0,42,0.00,2003,Basketball
3549-2,0,15,0.00,2003,Basketball
5016-1,0,16,0.00,2003,Basketball
3529-1,0,4,0.00,2003,Basketball
10121-1,1,8,0.13,2003,Basketball
3550-2,0,18,0.00,2003,Basketball
3427-1,0,35,0.00,2003,Basketball
3567-1,8,12,0.67,2003,Basketball
7917-1,2,4,0.50,2004,Basketball
1198-1,0,39,0.00,2000,Sports
1197-1,2,25,0.08,2000,Sports
1199-1,0,47,0.00,2000,Sports
1196-1,1,7,0.14,2000,Sports
5317-1,0,29,0.00,1999,Western 
5392-1,0,34,0.00,1997,Western 
5082-1,0,1,0.00,1989,Train
1169-1,0,1,0.00,1986,Train
5064-1,0,2,0.00,1987,Train
5079-1,0,1,0.00,1989,Train
5073-1,0,4,0.00,1987,Train
11-3,0,1,0.00,1977,Train
1170-1,0,2,0.00,1986,Train
5068-1,0,3,0.00,1987,Train
5300-1,0,2,0.00,1991,Train
9-3,0,2,0.00,1977,Train
1137-1,0,2,0.00,1981,Train
5070-1,0,1,0.00,1987,Train
27-2,0,1,0.00,1977,Train
1146-1,0,2,0.00,1981,Train
5307-1,0,3,0.00,1992,Train
1109-1,0,2,0.00,1977,Train
1139-1,0,3,0.00,1981,Train
10-3,0,2,0.00,1977,Train
1142-1,0,1,0.00,1981,Train
5301-1,0,1,0.00,1992,Train
5074-1,0,1,0.00,1987,Train
5308-1,0,3,0.00,1994,Train
5304-1,0,1,0.00,1992,Train
13-3,0,2,0.00,1977,Train
14-4,0,1,0.00,1977,Train
1141-1,0,1,0.00,1981,Train
1136-1,0,3,0.00,1981,Train
1102-1,0,1,0.00,1977,Train
1239-2,0,6,0.00,1985,Train
1216-1,0,2,0.00,1982,Train
5067-1,0,1,0.00,1987,Train
5083-1,0,1,0.00,1989,Train
1111-1,0,1,0.00,1977,Train
5061-1,1,3,0.33,1987,Train
5071-1,0,1,0.00,1987,Train
5303-1,0,3,0.00,1992,Train
5062-1,0,3,0.00,1987,Train
8-4,0,2,0.00,1977,Train
1215-1,0,1,0.00,1981,Train
19-2,0,3,0.00,1977,Train
6-4,0,2,0.00,1977,Train
1107-1,0,3,0.00,1977,Train
5309-1,0,1,0.00,1996,Train
5075-1,0,2,0.00,1987,Train
5302-1,0,1,0.00,1992,Train
1151-1,0,1,0.00,1977,Train
5310-1,0,4,0.00,1996,Train
5072-1,0,1,0.00,1987,Train
12-3,0,1,0.00,1977,Train
1143-1,0,1,0.00,1981,Train
1134-1,0,2,0.00,1981,Train
5085-1,1,1,1.00,1989,Train
5063-1,0,1,0.00,1987,Train
41-1,0,1,0.00,1977,Train
5081-1,0,1,0.00,1989,Train
5080-1,0,1,0.00,1989,Train
3748-1,0,4,0.00,2001,Train
1106-1,0,2,0.00,1977,Train
1108-1,0,2,0.00,1977,Train
1147-1,0,4,0.00,1981,Train
1214-1,0,1,0.00,1984,Train
5200-1,0,2,0.00,1987,Train
1144-1,0,1,0.00,1981,Train
1138-1,0,1,0.00,1981,Train
5305-1,0,1,0.00,1992,Train
1119-1,0,3,0.00,1977,Train
1152-1,0,2,0.00,1977,Train
5066-1,0,3,0.00,1987,Train
28-1,0,2,0.00,1977,Train
1112-1,0,1,0.00,1977,Train
1110-1,0,2,0.00,1977,Train
6213-1,0,1,0.00,1985,Train
1145-1,0,1,0.00,1981,Train
9-2,0,9,0.00,1981,Classic Town
5137-1,0,34,0.00,1994,Town
5048-1,0,28,0.00,1993,Town
5125-1,0,23,0.00,1995,Town
5313-1,0,13,0.00,1999,Town
5158-1,0,2,0.00,1990,Town
5133-1,0,36,0.00,1996,Town
5319-1,1,17,0.06,1999,Town
5159-1,0,1,0.00,1990,Town
5393-1,0,20,0.00,1997,Town
5180-1,0,2,0.00,1987,Town
5314-1,0,21,0.00,1999,Town
5389-1,0,28,0.00,1998,Town
5181-1,0,1,0.00,1987,Town
5390-1,0,13,0.00,1998,Town
5284-1,0,3,0.00,1996,Technic
1217-1,0,6,0.00,1982,Technic
1228-1,0,8,0.00,1982,Technic
5227-1,0,1,0.00,2000,Technic
5281-1,0,2,0.00,1994,Technic
5110-1,4,4,1.00,1990,Technic
1162-1,0,1,0.00,1985,Technic
1221-1,0,2,0.00,1982,Technic
5106-1,0,2,0.00,1987,Technic
1233-1,0,7,0.00,1984,Technic
5287-1,0,9,0.00,1995,Technic
5242-1,0,8,0.00,1987,Technic
73129-1,0,1,0.00,1985,Technic
5267-1,0,8,0.00,1993,Technic
5264-1,0,3,0.00,1987,Technic
5283-1,0,2,0.00,1994,Technic
5120-1,0,2,0.00,1993,Technic
1232-1,0,6,0.00,1982,Technic
1223-1,0,2,0.00,1982,Technic
5107-1,0,1,0.00,1991,Technic
5116-1,0,1,0.00,1997,Technic
5289-1,0,10,0.00,1996,Technic
1218-1,0,6,0.00,1982,Technic
5261-1,0,7,0.00,1987,Technic
1235-1,0,8,0.00,1984,Technic
5294-1,0,10,0.00,1998,Technic
5288-1,0,10,0.00,1995,Technic
5245-1,0,4,0.00,1994,Technic
5275-1,0,10,0.00,1993,Technic
5271-1,0,2,0.00,1991,Technic
5113-1,0,1,0.00,1987,Technic
70012-1,0,1,0.00,1985,Technic
5114-1,0,1,0.00,1991,Technic
5103-1,0,1,0.00,1987,Technic
5306-1,0,1,0.00,1992,Technic
5254-1,0,3,0.00,1987,Technic
1197-2,0,1,0.00,1981,Technic
5204-1,0,4,0.00,1999,Technic
5250-1,0,2,0.00,1987,Technic
1229-1,0,1,0.00,1982,Technic
5274-1,0,3,0.00,1992,Technic
5110-2,0,4,0.00,1989,Technic
1163-1,0,1,0.00,1985,Technic
5252-1,0,1,0.00,1993,Technic
5228-1,0,8,0.00,1997,Technic
5111-1,0,1,0.00,1990,Technic
5248-1,0,2,0.00,1987,Technic
31-2,0,4,0.00,1973,Technic
5105-1,0,1,0.00,1987,Technic
5276-1,0,8,0.00,1993,Technic
5104-1,0,1,0.00,1987,Technic
5109-1,0,3,0.00,1989,Technic
5118-1,0,13,0.00,1995,Technic
5203-1,0,2,0.00,1999,Technic
1234-1,0,8,0.00,1984,Technic
5237-1,0,2,0.00,1987,Technic
1161-1,0,1,0.00,1985,Technic
5249-1,0,6,0.00,1987,Technic
5201-1,0,5,0.00,1997,Technic
5282-1,0,2,0.00,1994,Technic
1131-1,0,2,0.00,1981,Technic
5265-1,0,3,0.00,1989,Technic
5115-1,0,1,0.00,1992,Technic
5240-1,0,3,0.00,1987,Technic
5293-1,0,1,0.00,1996,Technic
1231-1,0,2,0.00,1982,Technic
5266-1,0,9,0.00,1989,Technic
5244-1,0,1,0.00,1987,Technic
5041-1,0,1,0.00,1988,Technic
5202-1,0,2,0.00,1997,Technic
1225-1,0,6,0.00,1982,Technic
5229-1,0,10,0.00,1997,Technic
5119-1,0,4,0.00,1996,Technic
5255-1,0,2,0.00,1987,Technic
5272-1,0,5,0.00,1991,Technic
1267-1,0,1,0.00,1985,Technic
1230-1,0,1,0.00,1982,Technic
5246-1,0,2,0.00,1987,Technic
1236-3,0,1,0.00,1979,Technic
1164-1,0,2,0.00,1985,Technic
5260-1,0,4,0.00,1987,Technic
5279-1,0,7,0.00,1993,Technic
5205-1,0,6,0.00,1999,Technic
5256-1,0,4,0.00,1987,Technic
5259-1,0,6,0.00,1987,Technic
5269-1,0,4,0.00,1995,Technic
5234-1,0,6,0.00,1987,Technic
5233-2,0,6,0.00,1993,Technic
5291-1,0,4,0.00,1996,Technic
5290-1,0,9,0.00,1996,Technic
5258-1,0,3,0.00,1987,Technic
5225-1,0,1,0.00,1998,Technic
5241-1,0,8,0.00,1987,Technic
5117-1,0,4,0.00,1997,Technic
5236-1,0,2,0.00,1987,Technic
5263-1,0,3,0.00,1987,Technic
1160-1,0,2,0.00,1985,Technic
5285-1,0,1,0.00,1994,Technic
1227-1,0,7,0.00,1982,Technic
5280-1,0,3,0.00,1995,Technic
5247-1,0,11,0.00,1987,Technic
5277-1,0,7,0.00,1993,Technic
5232-1,0,6,0.00,1987,Technic
1149-2,0,1,0.00,1982,Technic
5270-1,0,2,0.00,1987,Technic
709-2,0,6,0.00,1984,Technic
5278-1,0,1,0.00,1994,Technic
5286-1,0,10,0.00,1994,Technic
5262-1,0,4,0.00,1987,Technic
1220-1,0,6,0.00,1982,Technic
5253-1,0,4,0.00,1987,Technic
5102-1,0,2,0.00,1987,Technic
5101-1,0,1,0.00,1987,Technic
1224-1,0,2,0.00,1982,Technic
1226-1,0,3,0.00,1982,Technic
5292-1,0,1,0.00,1996,Technic
5112-1,0,3,0.00,1987,Technic
5231-1,0,6,0.00,1987,Technic
5295-1,0,7,0.00,1998,Technic
5210-1,0,1,0.00,1997,Technic
1222-1,0,2,0.00,1982,Technic
1236-1,0,2,0.00,1984,Technic
1154-1,0,1,0.00,1986,Technic
5251-1,0,1,0.00,1989,Technic
5235-1,0,4,0.00,1993,Technic
5239-1,0,7,0.00,1987,Technic
5268-1,0,2,0.00,1995,Technic
5226-1,0,9,0.00,1998,Technic
1176-1,0,3,0.00,1978,Technic
5257-1,0,3,0.00,1987,Technic
5099-1,0,1,0.00,1991,Technic
1175-1,0,1,0.00,1982,Technic
5100-1,0,1,0.00,1987,Technic
1219-1,0,6,0.00,1982,Technic
29-1,0,1,0.00,1977,Technic
5238-1,0,2,0.00,1987,Technic
5243-1,0,1,0.00,1987,Technic
5273-1,0,2,0.00,1992,Technic
5108-1,0,1,0.00,1989,Technic
1148-1,0,2,0.00,1981,Technic
5042-1,0,21,0.00,1991,Space
5129-1,0,17,0.00,1996,Space
5057-1,0,14,0.00,1993,Space
5056-1,0,21,0.00,1993,Space
14-1,0,11,0.00,1982,Space
5175-1,0,13,0.00,1987,Space
3750-1,0,32,0.00,2001,Space
5384-1,0,15,0.00,1998,Space
12-1,0,8,0.00,1981,Space
5173-1,0,11,0.00,1987,Space
13-1,0,7,0.00,1981,Space
1213-1,0,3,0.00,1982,Space
5400-1,1,11,0.09,1997,Scala
3900-1,1,6,0.17,2000,Scala
5402-1,0,1,0.00,1997,Scala
5404-1,14,15,0.93,1997,Scala
5414-1,1,18,0.06,1999,Scala
5415-1,2,15,0.13,1999,Scala
5401-1,1,11,0.09,1997,Scala
5421-1,1,1,1.00,1997,Scala
5403-1,1,1,1.00,1997,Scala
5413-1,7,20,0.35,1999,Scala
3146-1,5,9,0.56,1999,Scala
5410-1,1,8,0.13,2011,Scala
5405-1,1,1,1.00,1998,Scala
5058-1,0,24,0.00,1993,Pirates
5122-1,0,26,0.00,1994,Pirates
5150-1,0,21,0.00,1990,Pirates
15-1,0,16,0.00,1984,Castle
5059-1,0,27,0.00,1993,Castle
5184-1,0,23,0.00,1989,Castle
5135-1,0,30,0.00,1995,Castle
5138-1,0,28,0.00,1994,Castle
5383-1,0,28,0.00,1998,Castle
5395-1,0,3,0.00,1996,Belville
5399-1,2,22,0.09,1999,Belville
5136-1,0,9,0.00,1995,Belville
5387-1,0,11,0.00,1998,Belville
5382-1,0,15,0.00,1998,Aquazone
5160-1,0,15,0.00,1995,Aquazone
5381-1,0,24,0.00,1998,Adventurers
702-3,0,1,0.00,1984,Service Packs
39-1,0,1,0.00,1977,Service Packs
5318-1,0,23,0.00,1999,Service Packs
5086-1,0,1,0.00,1993,Service Packs
5166-1,0,6,0.00,1991,Service Packs
5177-1,0,21,0.00,1987,Service Packs
760-1,0,3,0.00,1985,Service Packs
5009-1,0,1,0.00,1990,Service Packs
5045-1,0,3,0.00,1991,Service Packs
5316-1,0,30,0.00,1999,Service Packs
5165-1,0,17,0.00,1991,Service Packs
5156-1,0,11,0.00,1991,Service Packs
5051-1,0,9,0.00,1993,Service Packs
701-3,0,2,0.00,1986,Service Packs
701-1,0,2,0.00,1984,Service Packs
5140-1,0,11,0.00,1987,Service Packs
759-1,0,1,0.00,1985,Service Packs
1120-1,0,1,0.00,1977,Service Packs
5132-1,0,9,0.00,1995,Service Packs
5154-1,0,19,0.00,1991,Service Packs
5030-1,0,9,0.00,1992,Service Packs
5049-1,0,6,0.00,1993,Service Packs
5187-1,0,4,0.00,1989,Service Packs
5121-1,0,27,0.00,1994,Service Packs
5044-1,0,2,0.00,1991,Service Packs
5134-1,0,5,0.00,1995,Service Packs
5076-1,0,1,0.00,1989,Service Packs
10213sup-1,0,5,0.00,2010,Service Packs
5199-1,0,12,0.00,1989,Service Packs
758-1,0,1,0.00,1987,Service Packs
1174-1,0,2,0.00,1986,Service Packs
705-4,0,3,0.00,1984,Service Packs
5060-1,0,3,0.00,1993,Service Packs
1210-1,0,3,0.00,1982,Service Packs
5195-1,0,3,0.00,1989,Service Packs
708-3,0,2,0.00,1984,Service Packs
1172-1,0,5,0.00,1986,Service Packs
5000-1,0,1,0.00,1987,Service Packs
5144-1,0,11,0.00,1987,Service Packs
1205-1,0,1,0.00,1982,Service Packs
5164-1,0,12,0.00,1991,Service Packs
5006-1,0,2,0.00,1987,Service Packs
5315-1,0,30,0.00,1999,Service Packs
5055-1,0,3,0.00,1993,Service Packs
1123-1,0,4,0.00,1977,Service Packs
5189-1,0,2,0.00,1989,Service Packs
5157-1,0,20,0.00,1991,Service Packs
1126-1,0,1,0.00,1983,Service Packs
5124-1,0,7,0.00,1994,Service Packs
5191-1,0,1,0.00,1989,Service Packs
630-3,0,1,0.00,2012,Service Packs
5127-1,0,16,0.00,1995,Service Packs
5153-1,0,11,0.00,1991,Service Packs
5391-1,0,1,0.00,1997,Service Packs
5036-1,0,1,0.00,1987,Service Packs
1118-1,0,1,0.00,1977,Service Packs
5046-1,0,3,0.00,1991,Service Packs
630-1,0,1,0.00,1996,Service Packs
710-6,0,3,0.00,1984,Service Packs
704-4,0,1,0.00,1984,Service Packs
1130-1,1,1,1.00,1980,Service Packs
1240-1,0,4,0.00,1986,Service Packs
1125-1,0,3,0.00,1977,Service Packs
5040-1,0,1,0.00,1988,Service Packs
35-1,1,1,1.00,1977,Service Packs
1132-1,0,2,0.00,1981,Service Packs
5069-1,0,1,0.00,1987,Service Packs
5039-1,0,3,0.00,1987,Service Packs
5142-1,0,11,0.00,1987,Service Packs
5198-1,0,18,0.00,1989,Service Packs
16-1,0,11,0.00,1988,Service Packs
5182-1,0,11,0.00,1989,Service Packs
703-3,0,1,0.00,1984,Service Packs
5004-1,0,1,0.00,1987,Service Packs
5065-1,1,3,0.33,1987,Service Packs
1105-1,0,1,0.00,1977,Service Packs
5147-1,0,17,0.00,1987,Service Packs
5126-1,0,13,0.00,1995,Service Packs
5192-1,0,1,0.00,1989,Service Packs
5171-1,0,18,0.00,1987,Service Packs
5321-1,0,10,0.00,1999,Service Packs
1245-1,0,2,0.00,1986,Service Packs
5152-1,0,4,0.00,1987,Service Packs
1121-1,0,7,0.00,1977,Service Packs
5386-1,0,19,0.00,1998,Service Packs
5186-1,0,1,0.00,1989,Service Packs
1113-1,0,2,0.00,1977,Service Packs
5050-1,0,13,0.00,1993,Service Packs
5043-1,0,14,0.00,1991,Service Packs
5394-1,0,12,0.00,1997,Service Packs
5010-1,0,1,0.00,1990,Service Packs
1171-1,0,3,0.00,1986,Service Packs
1207-1,0,1,0.00,1982,Service Packs
1115-1,0,1,0.00,1977,Service Packs
706-4,0,3,0.00,1984,Service Packs
1135-3,0,2,0.00,1981,Service Packs
5003-1,0,1,0.00,1987,Service Packs
5038-1,0,1,0.00,1988,Service Packs
1140-1,0,1,0.00,1981,Service Packs
5084-1,0,1,0.00,1989,Service Packs
5139-1,0,5,0.00,1994,Service Packs
5188-1,0,4,0.00,1989,Service Packs
5193-1,0,1,0.00,1989,Service Packs
5179-1,0,15,0.00,1987,Service Packs
5031-1,0,7,0.00,1987,Service Packs
5077-1,0,2,0.00,1987,Service Packs
5141-1,0,11,0.00,1987,Service Packs
1211-1,0,2,0.00,1982,Service Packs
42-1,0,1,0.00,1977,Service Packs
5215-1,0,9,0.00,1999,Service Packs
5033-1,0,3,0.00,1987,Service Packs
1203-1,0,4,0.00,1985,Service Packs
5397-1,0,5,0.00,1996,Service Packs
5078-1,0,11,0.00,1993,Service Packs
5034-1,0,5,0.00,1987,Service Packs
5053-1,0,30,0.00,1993,Service Packs
5217-1,0,17,0.00,1999,Service Packs
5001-1,0,1,0.00,1987,Service Packs
5161-1,0,2,0.00,1987,Service Packs
1150-1,0,1,0.00,1977,Service Packs
5128-1,0,33,0.00,1996,Service Packs
5388-1,0,20,0.00,1998,Service Packs
5032-1,0,1,0.00,1987,Service Packs
5197-1,0,6,0.00,1989,Service Packs
1103-1,0,1,0.00,1977,Service Packs
707-1,0,3,0.00,1984,Service Packs
5151-1,0,12,0.00,1987,Service Packs
5183-1,0,14,0.00,1989,Service Packs
5143-1,0,11,0.00,1987,Service Packs
5196-1,0,3,0.00,1989,Service Packs
5035-1,0,1,0.00,1987,Service Packs
5194-1,0,2,0.00,1989,Service Packs
5002-1,0,1,0.00,1987,Service Packs
1178-1,0,1,0.00,1986,Service Packs
5005-1,0,1,0.00,1987,Service Packs
5007-1,0,1,0.00,1987,Service Packs
1209-1,0,3,0.00,1982,Service Packs
1114-1,0,1,0.00,1977,Service Packs
5148-1,0,5,0.00,1987,Service Packs
1101-1,0,1,0.00,1977,Service Packs
1242-1,0,3,0.00,1986,Service Packs
5155-1,0,12,0.00,1991,Service Packs
5176-1,0,12,0.00,1987,Service Packs
5047-1,0,20,0.00,1993,Service Packs
1179-1,0,1,0.00,1986,Service Packs
5167-1,0,4,0.00,1987,Service Packs
1234-3,0,1,0.00,1983,Service Packs
5054-1,0,21,0.00,1993,Service Packs
1241-1,0,4,0.00,1985,Service Packs
1135-1,0,2,0.00,1981,Service Packs
5174-1,0,7,0.00,1987,Service Packs
5172-1,0,14,0.00,1987,Service Packs
1243-1,0,6,0.00,1986,Service Packs
5163-1,0,4,0.00,1987,Service Packs
1244-1,0,1,0.00,1986,Service Packs
5398-1,0,28,0.00,1996,Service Packs
1206-1,0,1,0.00,1982,Service Packs
5149-1,0,11,0.00,1987,Service Packs
5169-1,0,5,0.00,1987,Service Packs
5146-1,0,17,0.00,1987,Service Packs
5037-1,0,3,0.00,1988,Service Packs
5145-1,0,11,0.00,1987,Service Packs
757-1,0,1,0.00,1987,Service Packs
1122-1,0,2,0.00,1977,Service Packs
1212-1,0,3,0.00,1982,Service Packs
5011-1,0,1,0.00,1992,Service Packs
